Air Pollutant,Air Pollutant Description,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,Province,Quality
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,0.667,ug/m3,Background,Rural,3.316,42.319,75.000,Girona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,2.358,ug/m3,Traffic,Urban,-5.658,43.535,18.000,Asturias,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,2.357,ug/m3,Traffic,Urban,-4.780,37.893,120.000,Cordoba,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.787,ug/m3,Traffic,Urban,-6.935,37.253,18.000,Huelva,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.100,ug/m3,Background,Rural,-1.842,37.139,76.000,Almeria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.182,ug/m3,Industrial,Rural,-2.047,36.895,239.000,Almeria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.862,ug/m3,Industrial,Suburban,-6.585,42.543,541.000,Leon,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,6.971,ug/m3,Industrial,Suburban,-6.834,37.282,52.000,Huelva,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,9.091,ug/m3,Industrial,Urban,-0.056,39.945,27.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.765,ug/m3,Industrial,Rural,-8.496,43.093,270.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,2.341,ug/m3,Background,Rural,-2.857,41.724,1017.000,Soria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.769,ug/m3,Industrial,Suburban,-8.506,43.302,100.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.439,ug/m3,Industrial,Urban,-16.560,28.080,235.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.370,ug/m3,Background,Rural,-0.832,39.708,430.000,Valencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.301,ug/m3,Traffic,Urban,-4.014,40.634,873.000,Madrid,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.289,ug/m3,Industrial,Suburban,-8.472,43.187,340.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.515,ug/m3,Industrial,Suburban,1.218,41.155,56.000,Tarragona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,2.835,ug/m3,Background,Suburban,2.014,41.313,14.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.633,ug/m3,Background,Suburban,1.848,42.098,661.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.492,ug/m3,Industrial,Rural,0.085,40.692,1200.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.431,ug/m3,Background,Suburban,-0.249,40.417,1125.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.574,ug/m3,Background,Suburban,2.098,41.322,5.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,0.806,ug/m3,Background,Urban,-4.064,43.346,20.000,Cantabria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,2.013,ug/m3,Background,Rural,3.075,39.791,6.000,Illes Balears,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,0.588,ug/m3,Background,Rural,-1.101,39.083,855.000,Valencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.854,ug/m3,Industrial,Urban,-13.852,28.500,20.000,Las Palmas,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.453,ug/m3,Industrial,Suburban,-0.233,39.963,163.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,0.905,ug/m3,Background,Urban,-4.064,43.356,20.000,Cantabria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,5.053,ug/m3,Industrial,Suburban,-16.524,28.145,500.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,7.535,ug/m3,Industrial,Rural,-8.472,43.335,240.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.310,ug/m3,Background,Rural,-0.468,40.054,466.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.408,ug/m3,Background,Suburban,-16.653,28.073,308.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,0.292,ug/m3,Background,Urban,-3.790,43.468,30.000,Cantabria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.039,ug/m3,Industrial,Urban,-8.737,42.210,12.000,Pontevedra,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,5.420,ug/m3,Background,Urban,-5.342,36.173,8.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.112,ug/m3,Industrial,Suburban,1.201,41.104,5.000,Tarragona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.886,ug/m3,Background,Suburban,-6.553,43.179,363.000,Asturias,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.167,ug/m3,Industrial,Urban,-15.445,27.898,265.000,Las Palmas,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.890,ug/m3,Background,Rural,-3.468,40.909,995.000,Madrid,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.032,ug/m3,Industrial,Urban,-15.415,28.026,115.000,Las Palmas,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.356,ug/m3,Industrial,Suburban,-1.284,42.579,397.000,Navarra,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,2.268,ug/m3,Industrial,Urban,-5.348,36.159,1.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.388,ug/m3,Industrial,Suburban,-5.377,36.179,9.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.839,ug/m3,Background,Urban,-0.976,37.602,10.000,Murcia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.890,ug/m3,Background,Rural,-16.571,28.383,371.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.666,ug/m3,Background,Rural,-5.663,36.234,189.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.302,ug/m3,Background,Urban,-0.368,39.478,11.000,Valencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.355,ug/m3,Traffic,Urban,-3.689,41.666,801.000,Burgos,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.121,ug/m3,Background,Urban,2.115,41.388,81.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.024,ug/m3,Industrial,Rural,-15.387,27.869,23.000,Las Palmas,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,7.147,ug/m3,Industrial,Urban,-3.784,38.093,368.000,Jaen,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.385,ug/m3,Industrial,Suburban,-17.776,28.668,245.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,1.107,ug/m3,Background,Rural,-3.551,37.237,1258.000,Granada,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.915,ug/m3,Industrial,Suburban,-0.036,39.959,44.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.433,ug/m3,Traffic,Urban,-1.978,43.267,18.000,Gipuzkoa,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,3.896,ug/m3,Industrial,Suburban,-5.436,36.191,26.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.317,ug/m3,Industrial,Suburban,-16.358,28.393,396.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.860,ug/m3,Traffic,Suburban,-1.146,37.992,40.000,Murcia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2020-01-01,4.910,ug/m3,Industrial,Suburban,-4.112,38.703,685.000,Ciudad Real,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.207,ug/m3,Background,Urban,-17.120,28.099,20.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.205,ug/m3,Industrial,Urban,-15.409,28.032,33.000,Las Palmas,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.874,ug/m3,Traffic,Urban,-0.343,39.458,7.000,Valencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.331,ug/m3,Background,Suburban,2.014,41.313,14.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.739,ug/m3,Traffic,Urban,-5.776,43.256,205.000,Asturias,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.157,ug/m3,Background,Suburban,2.082,41.322,7.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.521,ug/m3,Background,Suburban,1.150,41.102,33.000,Tarragona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,0.257,ug/m3,Background,Urban,-4.136,43.012,850.000,Cantabria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.997,ug/m3,Industrial,Urban,-16.277,28.462,158.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.510,ug/m3,Industrial,Urban,-5.690,43.307,206.000,Asturias,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,6.000,ug/m3,Industrial,Urban,-0.190,40.052,160.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.579,ug/m3,Background,Suburban,-0.336,39.480,7.000,Valencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.871,ug/m3,Traffic,Urban,-5.746,41.510,720.000,Zamora,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.831,ug/m3,Background,Suburban,-6.553,43.179,363.000,Asturias,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.931,ug/m3,Industrial,Suburban,-8.437,43.377,130.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.052,ug/m3,Background,Rural,0.373,40.555,181.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.963,ug/m3,Industrial,Urban,-16.265,28.463,78.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.882,ug/m3,Industrial,Urban,2.701,39.548,2.000,Illes Balears,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.789,ug/m3,Traffic,Suburban,1.721,41.219,12.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.910,ug/m3,Industrial,Suburban,-16.472,28.111,30.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.108,ug/m3,Industrial,Rural,-8.496,43.093,270.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.755,ug/m3,Industrial,Suburban,-7.432,43.684,100.000,Lugo,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.500,ug/m3,Background,Urban,-5.992,37.388,19.000,Sevilla,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.811,ug/m3,Industrial,Suburban,-8.472,43.187,340.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,8.902,ug/m3,Industrial,Urban,-3.784,38.093,368.000,Jaen,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.699,ug/m3,Industrial,Suburban,-6.808,37.134,31.000,Huelva,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,0.793,ug/m3,Background,Suburban,-6.757,38.327,395.000,Badajoz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.951,ug/m3,Background,Urban,-1.653,42.806,449.000,Navarra,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.155,ug/m3,Background,Urban,-16.656,28.008,3.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.510,ug/m3,Industrial,Rural,-8.351,43.116,408.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.749,ug/m3,Background,Suburban,2.098,41.322,5.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.152,ug/m3,Background,Suburban,-3.877,40.324,650.000,Madrid,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.337,ug/m3,Background,Suburban,2.010,41.392,38.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.771,ug/m3,Traffic,Suburban,2.184,41.527,84.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.084,ug/m3,Traffic,Urban,-6.269,36.506,4.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.748,ug/m3,Traffic,Urban,-3.682,40.422,672.000,Madrid,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.888,ug/m3,Industrial,Suburban,-3.113,43.321,30.000,Bizkaia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,0.510,ug/m3,Background,Rural,0.734,41.393,488.000,Lleida,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.171,ug/m3,Background,Urban,-3.134,43.213,62.000,Bizkaia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,7.152,ug/m3,Industrial,Suburban,-4.089,38.682,685.000,Ciudad Real,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.685,ug/m3,Traffic,Urban,-3.645,40.408,685.000,Madrid,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.402,ug/m3,Background,Urban,-3.636,42.336,929.000,Burgos,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.363,ug/m3,Background,Rural,-0.169,40.735,619.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.372,ug/m3,Industrial,Rural,-4.466,41.948,732.000,Palencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.213,ug/m3,Background,Rural,-5.663,36.234,189.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.541,ug/m3,Industrial,Suburban,-0.036,39.959,44.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.220,ug/m3,Industrial,Suburban,-4.904,38.138,571.000,Cordoba,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.226,ug/m3,Industrial,Suburban,1.626,41.578,284.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,6.078,ug/m3,Traffic,Urban,-4.741,41.630,683.000,Valladolid,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,0.371,ug/m3,Background,Urban,-3.790,43.468,30.000,Cantabria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,0.838,ug/m3,Industrial,Suburban,-3.842,43.404,16.000,Cantabria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.558,ug/m3,Traffic,Urban,-0.396,39.450,15.000,Valencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.832,ug/m3,Background,Suburban,2.496,41.689,145.000,Barcelona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.239,ug/m3,Industrial,Urban,-17.113,28.089,1.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,7.090,ug/m3,Background,Suburban,-17.772,28.645,208.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.574,ug/m3,Background,Rural,-0.468,40.054,466.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.004,ug/m3,Industrial,Suburban,0.073,40.062,50.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.580,ug/m3,Industrial,Urban,-17.765,28.686,52.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.061,ug/m3,Traffic,Urban,-2.467,41.767,1090.000,Soria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,9.042,ug/m3,Industrial,Urban,-0.056,39.945,27.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.930,ug/m3,Background,Urban,-3.172,40.630,700.000,Guadalajara,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.337,ug/m3,Background,Suburban,-3.265,40.571,630.000,Guadalajara,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.457,ug/m3,Background,Suburban,-4.846,39.959,369.000,Toledo,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.317,ug/m3,Traffic,Urban,-4.043,43.367,18.000,Cantabria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.258,ug/m3,Industrial,Suburban,-7.848,43.454,362.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.668,ug/m3,Industrial,Rural,-5.405,36.204,23.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.653,ug/m3,Background,Urban,-2.735,43.219,74.000,Bizkaia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.108,ug/m3,Industrial,Suburban,-6.114,36.661,49.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,8.307,ug/m3,Industrial,Suburban,-6.904,37.190,13.000,Huelva,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.325,ug/m3,Background,Suburban,-6.043,37.341,50.000,Sevilla,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,7.273,ug/m3,Industrial,Rural,-5.381,36.186,15.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.579,ug/m3,Industrial,Urban,-2.884,43.241,125.000,Bizkaia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.603,ug/m3,Traffic,Urban,-0.418,39.509,25.000,Valencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.048,ug/m3,Industrial,Suburban,-3.074,43.321,136.000,Bizkaia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.180,ug/m3,Industrial,Urban,-6.845,37.315,23.000,Huelva,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.535,ug/m3,Background,Suburban,-6.589,38.370,395.000,Badajoz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.102,ug/m3,Industrial,Suburban,-1.066,37.693,80.000,Murcia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.317,ug/m3,Traffic,Urban,-8.711,42.222,30.000,Pontevedra,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.298,ug/m3,Background,Urban,-5.914,37.285,49.000,Sevilla,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.466,ug/m3,Industrial,Urban,1.435,38.907,44.000,Illes Balears,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.823,ug/m3,Background,Suburban,-3.810,37.784,376.000,Jaen,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.110,ug/m3,Traffic,Suburban,-1.143,41.763,235.000,Zaragoza,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.554,ug/m3,Industrial,Urban,-16.536,28.047,12.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.810,ug/m3,Industrial,Urban,-8.425,43.354,65.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.977,ug/m3,Traffic,Urban,-8.243,43.481,5.000,A Coruna,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,15.487,ug/m3,Industrial,Rural,-7.449,42.715,600.000,Lugo,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,8.124,ug/m3,Traffic,Urban,-5.920,43.551,6.000,Asturias,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.806,ug/m3,Industrial,Suburban,-16.524,28.145,500.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.140,ug/m3,Background,Urban,-13.861,28.498,23.000,Las Palmas,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.625,ug/m3,Industrial,Urban,-13.854,28.503,15.000,Las Palmas,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.919,ug/m3,Industrial,Suburban,-6.834,37.282,52.000,Huelva,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.087,ug/m3,Industrial,Rural,0.085,40.692,1200.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.236,ug/m3,Background,Rural,-3.221,40.288,795.000,Madrid,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,6.440,ug/m3,Background,Urban,-5.342,36.173,8.000,Cadiz,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.629,ug/m3,Traffic,Urban,-0.862,41.642,198.000,Zaragoza,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,0.653,ug/m3,Background,Rural,-6.555,37.052,35.000,Huelva,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,0.635,ug/m3,Background,Rural,3.316,42.319,75.000,Girona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,7.548,ug/m3,Industrial,Urban,-16.272,28.457,119.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.855,ug/m3,Background,Suburban,-2.390,36.865,55.000,Almeria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.580,ug/m3,Traffic,Suburban,-2.191,43.048,153.000,Gipuzkoa,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.310,ug/m3,Traffic,Urban,-0.376,39.456,11.000,Valencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.496,ug/m3,Background,Suburban,-0.458,39.150,60.000,Valencia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.845,ug/m3,Traffic,Urban,-0.404,42.136,488.000,Huesca,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.788,ug/m3,Background,Urban,-5.834,37.343,68.000,Sevilla,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.277,ug/m3,Traffic,Urban,-0.884,41.648,210.000,Zaragoza,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.207,ug/m3,Traffic,Urban,-4.780,37.893,120.000,Cordoba,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.248,ug/m3,Traffic,Urban,-6.935,37.253,18.000,Huelva,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,1.249,ug/m3,Background,Rural,0.810,40.903,34.000,Tarragona,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,6.195,ug/m3,Industrial,Suburban,-16.578,28.113,580.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,3.533,ug/m3,Background,Suburban,-0.249,40.417,1125.000,Castellon/Castello,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.800,ug/m3,Traffic,Urban,-2.935,43.267,33.000,Bizkaia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.757,ug/m3,Industrial,Urban,-1.895,36.997,5.000,Almeria,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,0.578,ug/m3,Background,Rural,-4.350,39.546,923.000,Toledo,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,4.519,ug/m3,Background,Urban,-16.279,28.458,200.000,Santa Cruz de Tenerife,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,5.426,ug/m3,Background,Urban,-2.902,43.255,76.000,Bizkaia,BUENA
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2021-01-01,2.480,ug/m3,Traffic,Urban,2.817,41.976,73.000,Girona,BUENA
