Sexo;Provincias;Periodo;Total
Ambos sexos;26 Rioja, La;2013;83,61
Ambos sexos;26 Rioja, La;2012;82,66
Ambos sexos;26 Rioja, La;2011;82,85
Ambos sexos;26 Rioja, La;2010;82,95
Ambos sexos;26 Rioja, La;2009;82,52
Ambos sexos;26 Rioja, La;2008;81,93
Ambos sexos;26 Rioja, La;2007;81,49
Ambos sexos;26 Rioja, La;2006;81,88
Ambos sexos;26 Rioja, La;2005;80,97
Ambos sexos;26 Rioja, La;2004;81,35
Ambos sexos;26 Rioja, La;2003;80,60
Ambos sexos;26 Rioja, La;2002;80,48
Ambos sexos;26 Rioja, La;2001;80,55
Ambos sexos;26 Rioja, La;2000;80,43
Ambos sexos;26 Rioja, La;1999;79,45
Ambos sexos;26 Rioja, La;1998;79,66
Ambos sexos;26 Rioja, La;1997;79,85
Ambos sexos;26 Rioja, La;1996;79,16
Ambos sexos;26 Rioja, La;1995;79,10
Ambos sexos;26 Rioja, La;1994;79,01
Ambos sexos;26 Rioja, La;1993;78,47
Ambos sexos;26 Rioja, La;1992;77,94
Ambos sexos;26 Rioja, La;1991;77,76
Ambos sexos;26 Rioja, La;1990;76,68
Ambos sexos;26 Rioja, La;1989;77,18
Ambos sexos;26 Rioja, La;1988;77,11
Ambos sexos;26 Rioja, La;1987;76,37
Ambos sexos;26 Rioja, La;1986;76,81
Ambos sexos;26 Rioja, La;1985;75,95
Ambos sexos;26 Rioja, La;1984;76,95
Ambos sexos;26 Rioja, La;1983;76,14
Ambos sexos;26 Rioja, La;1982;76,22
Ambos sexos;26 Rioja, La;1981;74,97
Ambos sexos;26 Rioja, La;1980;74,98
Ambos sexos;26 Rioja, La;1979;74,71
Ambos sexos;26 Rioja, La;1978;74,61
Ambos sexos;26 Rioja, La;1977;74,10
Ambos sexos;26 Rioja, La;1976;73,88
Ambos sexos;26 Rioja, La;1975;73,11
Ambos sexos;37 Salamanca;2023;85,40
Ambos sexos;37 Salamanca;2022;84,12
Ambos sexos;37 Salamanca;2021;84,73
Ambos sexos;37 Salamanca;2020;82,53
Ambos sexos;37 Salamanca;2019;84,69
Ambos sexos;37 Salamanca;2018;84,68
Ambos sexos;37 Salamanca;2017;84,41
Ambos sexos;37 Salamanca;2016;84,47
Ambos sexos;37 Salamanca;2015;84,58
Ambos sexos;37 Salamanca;2014;84,58
Ambos sexos;37 Salamanca;2013;84,31
Ambos sexos;37 Salamanca;2012;83,77
Ambos sexos;37 Salamanca;2011;83,94
Ambos sexos;37 Salamanca;2010;83,68
Ambos sexos;37 Salamanca;2009;82,96
Ambos sexos;37 Salamanca;2008;82,79
Ambos sexos;37 Salamanca;2007;82,60
Ambos sexos;37 Salamanca;2006;82,75
Ambos sexos;37 Salamanca;2005;82,24
Ambos sexos;37 Salamanca;2004;82,48
Ambos sexos;37 Salamanca;2003;80,85
Ambos sexos;37 Salamanca;2002;80,85
Ambos sexos;37 Salamanca;2001;81,42
Ambos sexos;37 Salamanca;2000;80,94
Ambos sexos;37 Salamanca;1999;80,22
Ambos sexos;37 Salamanca;1998;79,99
Ambos sexos;37 Salamanca;1997;80,08
Ambos sexos;37 Salamanca;1996;79,68
Ambos sexos;37 Salamanca;1995;79,90
Ambos sexos;37 Salamanca;1994;80,00
Ambos sexos;37 Salamanca;1993;79,07
Ambos sexos;37 Salamanca;1992;79,24
Ambos sexos;37 Salamanca;1991;78,53
Ambos sexos;37 Salamanca;1990;78,29
Ambos sexos;37 Salamanca;1989;78,35
Ambos sexos;37 Salamanca;1988;78,07
Ambos sexos;37 Salamanca;1987;78,26
Ambos sexos;37 Salamanca;1986;78,56
Ambos sexos;37 Salamanca;1985;77,89
Ambos sexos;37 Salamanca;1984;77,69
Ambos sexos;37 Salamanca;1983;77,55
Ambos sexos;37 Salamanca;1982;78,20
Ambos sexos;37 Salamanca;1981;77,72
Ambos sexos;37 Salamanca;1980;77,48
Ambos sexos;37 Salamanca;1979;76,30
Ambos sexos;37 Salamanca;1978;75,73
Ambos sexos;37 Salamanca;1977;75,61
Ambos sexos;37 Salamanca;1976;74,46
Ambos sexos;37 Salamanca;1975;74,76
Ambos sexos;38 Santa Cruz de Tenerife;2023;82,85
Ambos sexos;38 Santa Cruz de Tenerife;2022;82,01
Ambos sexos;38 Santa Cruz de Tenerife;2021;82,30
Ambos sexos;38 Santa Cruz de Tenerife;2020;82,63
Ambos sexos;38 Santa Cruz de Tenerife;2019;82,56
Ambos sexos;38 Santa Cruz de Tenerife;2018;81,90
Ambos sexos;38 Santa Cruz de Tenerife;2017;82,27
Ambos sexos;38 Santa Cruz de Tenerife;2016;82,10
Ambos sexos;38 Santa Cruz de Tenerife;2015;81,75
Ambos sexos;38 Santa Cruz de Tenerife;2014;81,95
Ambos sexos;38 Santa Cruz de Tenerife;2013;82,25
Ambos sexos;38 Santa Cruz de Tenerife;2012;81,57
Ambos sexos;38 Santa Cruz de Tenerife;2011;81,31
Ambos sexos;38 Santa Cruz de Tenerife;2010;81,48
Ambos sexos;38 Santa Cruz de Tenerife;2009;80,97
Ambos sexos;38 Santa Cruz de Tenerife;2008;80,25
Ambos sexos;38 Santa Cruz de Tenerife;2007;79,62
Ambos sexos;38 Santa Cruz de Tenerife;2006;79,73
Ambos sexos;38 Santa Cruz de Tenerife;2005;79,38
Ambos sexos;38 Santa Cruz de Tenerife;2004;78,88
Ambos sexos;38 Santa Cruz de Tenerife;2003;79,00
Ambos sexos;38 Santa Cruz de Tenerife;2002;79,34
Ambos sexos;38 Santa Cruz de Tenerife;2001;78,56
Ambos sexos;38 Santa Cruz de Tenerife;2000;78,01
Ambos sexos;38 Santa Cruz de Tenerife;1999;78,18
Ambos sexos;38 Santa Cruz de Tenerife;1998;77,52
Ambos sexos;38 Santa Cruz de Tenerife;1997;77,94
Ambos sexos;38 Santa Cruz de Tenerife;1996;77,34
Ambos sexos;38 Santa Cruz de Tenerife;1995;78,00
Ambos sexos;38 Santa Cruz de Tenerife;1994;77,66
Ambos sexos;38 Santa Cruz de Tenerife;1993;77,14
Ambos sexos;38 Santa Cruz de Tenerife;1992;77,17
Ambos sexos;38 Santa Cruz de Tenerife;1991;77,19
Ambos sexos;38 Santa Cruz de Tenerife;1990;76,44
Ambos sexos;38 Santa Cruz de Tenerife;1989;75,90
Ambos sexos;38 Santa Cruz de Tenerife;1988;75,71
Ambos sexos;38 Santa Cruz de Tenerife;1987;75,82
Ambos sexos;38 Santa Cruz de Tenerife;1986;75,85
Ambos sexos;38 Santa Cruz de Tenerife;1985;75,61
Ambos sexos;38 Santa Cruz de Tenerife;1984;75,01
Ambos sexos;38 Santa Cruz de Tenerife;1983;75,59
Ambos sexos;38 Santa Cruz de Tenerife;1982;75,43
Ambos sexos;38 Santa Cruz de Tenerife;1981;74,69
Ambos sexos;38 Santa Cruz de Tenerife;1980;74,78
Ambos sexos;38 Santa Cruz de Tenerife;1979;74,20
Ambos sexos;38 Santa Cruz de Tenerife;1978;73,93
Ambos sexos;38 Santa Cruz de Tenerife;1977;74,45
Ambos sexos;38 Santa Cruz de Tenerife;1976;73,43
Ambos sexos;38 Santa Cruz de Tenerife;1975;73,77
Ambos sexos;40 Segovia;2023;83,92
Ambos sexos;40 Segovia;2022;84,41
Ambos sexos;40 Segovia;2021;84,06
Ambos sexos;40 Segovia;2020;81,49
Ambos sexos;40 Segovia;2019;84,70
Ambos sexos;40 Segovia;2018;83,94
Ambos sexos;40 Segovia;2017;83,92
Ambos sexos;40 Segovia;2016;84,01
Ambos sexos;40 Segovia;2015;83,28
Ambos sexos;40 Segovia;2014;84,09
Ambos sexos;40 Segovia;2013;83,76
Ambos sexos;40 Segovia;2012;83,64
Ambos sexos;40 Segovia;2011;83,40
Ambos sexos;40 Segovia;2010;83,35
Ambos sexos;40 Segovia;2009;83,12
Ambos sexos;40 Segovia;2008;82,85
Ambos sexos;40 Segovia;2007;82,47
Ambos sexos;40 Segovia;2006;82,50
Ambos sexos;40 Segovia;2005;81,96
Ambos sexos;40 Segovia;2004;81,28
Ambos sexos;40 Segovia;2003;81,42
Ambos sexos;40 Segovia;2002;81,36
Ambos sexos;40 Segovia;2001;81,70
Ambos sexos;40 Segovia;2000;81,34
Ambos sexos;40 Segovia;1999;80,77
Ambos sexos;40 Segovia;1998;81,14
Ambos sexos;40 Segovia;1997;80,65
Ambos sexos;40 Segovia;1996;80,49
Ambos sexos;40 Segovia;1995;80,75
Ambos sexos;40 Segovia;1994;79,92
Ambos sexos;40 Segovia;1993;79,67
Ambos sexos;40 Segovia;1992;79,47
Ambos sexos;40 Segovia;1991;80,13
Ambos sexos;40 Segovia;1990;78,78
Ambos sexos;40 Segovia;1989;78,60
Ambos sexos;40 Segovia;1988;78,42
Ambos sexos;40 Segovia;1987;78,76
Ambos sexos;40 Segovia;1986;78,67
Ambos sexos;40 Segovia;1985;76,73
Ambos sexos;40 Segovia;1984;77,35
Ambos sexos;40 Segovia;1983;78,00
Ambos sexos;40 Segovia;1982;77,10
Ambos sexos;40 Segovia;1981;75,57
Ambos sexos;40 Segovia;1980;76,20
Ambos sexos;40 Segovia;1979;76,04
Ambos sexos;40 Segovia;1978;75,46
Ambos sexos;40 Segovia;1977;74,80
Ambos sexos;40 Segovia;1976;75,40
Ambos sexos;40 Segovia;1975;74,27
Ambos sexos;41 Sevilla;2023;82,58
Ambos sexos;41 Sevilla;2022;81,74
Ambos sexos;41 Sevilla;2021;81,44
Ambos sexos;41 Sevilla;2020;81,39
Ambos sexos;41 Sevilla;2019;81,99
Ambos sexos;41 Sevilla;2018;81,83
Ambos sexos;41 Sevilla;2017;81,39
Ambos sexos;41 Sevilla;2016;81,73
Ambos sexos;41 Sevilla;2015;81,09
Ambos sexos;41 Sevilla;2014;81,59
Ambos sexos;41 Sevilla;2013;81,36
Ambos sexos;41 Sevilla;2012;80,79
Ambos sexos;41 Sevilla;2011;80,59
Ambos sexos;41 Sevilla;2010;80,38
Ambos sexos;41 Sevilla;2009;80,08
Ambos sexos;41 Sevilla;2008;79,56
Ambos sexos;41 Sevilla;2007;79,41
Ambos sexos;41 Sevilla;2006;79,26
Ambos sexos;41 Sevilla;2005;78,87
Ambos sexos;41 Sevilla;2004;78,65
Ambos sexos;41 Sevilla;2003;78,03
Ambos sexos;41 Sevilla;2002;78,35
Ambos sexos;41 Sevilla;2001;78,20
Ambos sexos;41 Sevilla;2000;78,01
Ambos sexos;41 Sevilla;1999;77,23
Ambos sexos;41 Sevilla;1998;77,22
Ambos sexos;41 Sevilla;1997;77,52
Ambos sexos;41 Sevilla;1996;77,07
Ambos sexos;41 Sevilla;1995;76,76
Ambos sexos;41 Sevilla;1994;76,87
Ambos sexos;41 Sevilla;1993;76,48
Ambos sexos;41 Sevilla;1992;76,18
Ambos sexos;41 Sevilla;1991;75,71
Ambos sexos;41 Sevilla;1990;75,73
Ambos sexos;41 Sevilla;1989;75,61
Ambos sexos;41 Sevilla;1988;75,51
Ambos sexos;41 Sevilla;1987;75,51
Ambos sexos;41 Sevilla;1986;75,43
Ambos sexos;41 Sevilla;1985;75,10
Ambos sexos;41 Sevilla;1984;75,27
Ambos sexos;41 Sevilla;1983;74,90
Ambos sexos;41 Sevilla;1982;74,58
Ambos sexos;41 Sevilla;1981;74,11
Ambos sexos;41 Sevilla;1980;74,21
Ambos sexos;41 Sevilla;1979;73,90
Ambos sexos;41 Sevilla;1978;73,42
Ambos sexos;41 Sevilla;1977;73,48
Ambos sexos;41 Sevilla;1976;72,78
Ambos sexos;41 Sevilla;1975;73,01
Ambos sexos;42 Soria;2023;84,73
Ambos sexos;42 Soria;2022;83,29
Ambos sexos;42 Soria;2021;83,63
Ambos sexos;42 Soria;2020;82,26
Ambos sexos;42 Soria;2019;84,48
Ambos sexos;42 Soria;2018;84,52
Ambos sexos;42 Soria;2017;84,78
Ambos sexos;42 Soria;2016;83,02
Ambos sexos;42 Soria;2015;84,05
Ambos sexos;42 Soria;2014;84,02
Ambos sexos;42 Soria;2013;84,45
Ambos sexos;42 Soria;2012;83,64
Ambos sexos;42 Soria;2011;84,00
Ambos sexos;42 Soria;2010;83,85
Ambos sexos;42 Soria;2009;83,36
Ambos sexos;42 Soria;2008;82,79
Ambos sexos;42 Soria;2007;82,42
Ambos sexos;42 Soria;2006;82,21
Ambos sexos;42 Soria;2005;81,71
Ambos sexos;42 Soria;2004;80,89
Ambos sexos;42 Soria;2003;82,82
Ambos sexos;42 Soria;2002;82,13
Ambos sexos;42 Soria;2001;83,28
Ambos sexos;42 Soria;2000;80,70
Ambos sexos;42 Soria;1999;81,32
Ambos sexos;42 Soria;1998;81,30
Ambos sexos;42 Soria;1997;81,72
Ambos sexos;42 Soria;1996;80,54
Ambos sexos;42 Soria;1995;80,29
Ambos sexos;42 Soria;1994;81,59
Ambos sexos;42 Soria;1993;80,39
Ambos sexos;42 Soria;1992;80,18
Ambos sexos;42 Soria;1991;79,94
Ambos sexos;42 Soria;1990;79,99
Ambos sexos;42 Soria;1989;78,56
Ambos sexos;42 Soria;1988;78,32
Ambos sexos;42 Soria;1987;79,10
Ambos sexos;42 Soria;1986;78,66
Ambos sexos;42 Soria;1985;78,56
Ambos sexos;42 Soria;1984;78,36
Ambos sexos;42 Soria;1983;79,08
Ambos sexos;42 Soria;1982;77,73
Ambos sexos;42 Soria;1981;77,42
Ambos sexos;42 Soria;1980;76,09
Ambos sexos;42 Soria;1979;76,35
Ambos sexos;42 Soria;1978;75,55
Ambos sexos;42 Soria;1977;75,53
Ambos sexos;42 Soria;1976;76,10
Ambos sexos;42 Soria;1975;75,88
Ambos sexos;43 Tarragona;2023;83,24
Ambos sexos;43 Tarragona;2022;82,86
Ambos sexos;43 Tarragona;2021;82,94
Ambos sexos;43 Tarragona;2020;82,20
Ambos sexos;43 Tarragona;2019;83,30
Ambos sexos;43 Tarragona;2018;82,76
Ambos sexos;43 Tarragona;2017;83,03
Ambos sexos;43 Tarragona;2016;82,83
Ambos sexos;43 Tarragona;2015;82,52
Ambos sexos;43 Tarragona;2014;82,85
Ambos sexos;43 Tarragona;2013;82,52
Ambos sexos;43 Tarragona;2012;82,05
Ambos sexos;43 Tarragona;2011;82,24
Ambos sexos;43 Tarragona;2010;82,00
Ambos sexos;43 Tarragona;2009;81,49
Ambos sexos;43 Tarragona;2008;81,13
Ambos sexos;43 Tarragona;2007;80,93
Ambos sexos;43 Tarragona;2006;80,74
Ambos sexos;43 Tarragona;2005;80,04
Ambos sexos;43 Tarragona;2004;80,16
Ambos sexos;43 Tarragona;2003;79,61
Ambos sexos;43 Tarragona;2002;79,53
Ambos sexos;43 Tarragona;2001;79,77
Ambos sexos;43 Tarragona;2000;79,20
Ambos sexos;43 Tarragona;1999;78,55
Ambos sexos;43 Tarragona;1998;79,02
Ambos sexos;43 Tarragona;1997;78,80
Ambos sexos;43 Tarragona;1996;78,72
Ambos sexos;43 Tarragona;1995;78,13
Ambos sexos;43 Tarragona;1994;78,10
Ambos sexos;43 Tarragona;1993;77,75
Ambos sexos;43 Tarragona;1992;77,68
Ambos sexos;43 Tarragona;1991;77,53
Ambos sexos;43 Tarragona;1990;76,69
Ambos sexos;43 Tarragona;1989;77,09
Ambos sexos;43 Tarragona;1988;77,19
Ambos sexos;43 Tarragona;1987;77,30
Ambos sexos;43 Tarragona;1986;77,01
Ambos sexos;43 Tarragona;1985;76,43
Ambos sexos;43 Tarragona;1984;76,48
Ambos sexos;43 Tarragona;1983;75,81
Ambos sexos;43 Tarragona;1982;76,34
Ambos sexos;43 Tarragona;1981;75,45
Ambos sexos;43 Tarragona;1980;75,09
Ambos sexos;43 Tarragona;1979;75,15
Ambos sexos;43 Tarragona;1978;73,90
Ambos sexos;43 Tarragona;1977;73,89
Ambos sexos;43 Tarragona;1976;73,38
Ambos sexos;43 Tarragona;1975;72,98
Ambos sexos;44 Teruel;2023;84,17
Ambos sexos;44 Teruel;2022;83,14
Ambos sexos;44 Teruel;2021;83,69
Ambos sexos;44 Teruel;2020;82,65
Ambos sexos;44 Teruel;2019;84,20
Ambos sexos;44 Teruel;2018;83,57
Ambos sexos;44 Teruel;2017;83,56
Ambos sexos;44 Teruel;2016;83,72
Ambos sexos;44 Teruel;2015;83,01
Ambos sexos;44 Teruel;2014;83,13
Ambos sexos;44 Teruel;2013;83,02
Ambos sexos;44 Teruel;2012;83,10
Ambos sexos;44 Teruel;2011;82,54
Ambos sexos;44 Teruel;2010;82,42
Ambos sexos;44 Teruel;2009;82,22
Ambos sexos;44 Teruel;2008;82,50
Ambos sexos;44 Teruel;2007;81,68
Ambos sexos;44 Teruel;2006;81,87
Ambos sexos;44 Teruel;2005;81,01
Ambos sexos;44 Teruel;2004;81,07
Ambos sexos;44 Teruel;2003;80,68
Ambos sexos;44 Teruel;2002;81,17
Ambos sexos;44 Teruel;2001;80,98
Ambos sexos;44 Teruel;2000;80,60
Ambos sexos;44 Teruel;1999;79,70
Ambos sexos;44 Teruel;1998;79,88
Ambos sexos;44 Teruel;1997;79,11
Ambos sexos;44 Teruel;1996;80,76
Ambos sexos;44 Teruel;1995;79,44
Ambos sexos;44 Teruel;1994;79,95
Ambos sexos;44 Teruel;1993;79,84
Ambos sexos;44 Teruel;1992;79,53
Ambos sexos;44 Teruel;1991;78,92
Ambos sexos;44 Teruel;1990;79,02
Ambos sexos;44 Teruel;1989;78,43
Ambos sexos;44 Teruel;1988;79,17
Ambos sexos;44 Teruel;1987;78,66
Ambos sexos;44 Teruel;1986;77,62
Ambos sexos;44 Teruel;1985;78,42
Ambos sexos;44 Teruel;1984;77,44
Ambos sexos;44 Teruel;1983;77,13
Ambos sexos;44 Teruel;1982;77,41
Ambos sexos;44 Teruel;1981;77,08
Ambos sexos;44 Teruel;1980;76,80
Ambos sexos;44 Teruel;1979;76,44
Ambos sexos;44 Teruel;1978;76,03
Ambos sexos;44 Teruel;1977;75,08
Ambos sexos;44 Teruel;1976;74,78
Ambos sexos;44 Teruel;1975;74,41
Ambos sexos;45 Toledo;2023;84,29
Ambos sexos;45 Toledo;2022;83,77
Ambos sexos;45 Toledo;2021;82,96
Ambos sexos;45 Toledo;2020;81,56
Ambos sexos;45 Toledo;2019;83,79
Ambos sexos;45 Toledo;2018;83,65
Ambos sexos;45 Toledo;2017;82,81
Ambos sexos;45 Toledo;2016;83,55
Ambos sexos;45 Toledo;2015;83,14
Ambos sexos;45 Toledo;2014;83,80
Ambos sexos;45 Toledo;2013;83,46
Ambos sexos;45 Toledo;2012;83,18
Ambos sexos;45 Toledo;2011;83,21
Ambos sexos;45 Toledo;2010;82,83
Ambos sexos;45 Toledo;2009;82,44
Ambos sexos;45 Toledo;2008;81,94
Ambos sexos;45 Toledo;2007;81,31
Ambos sexos;45 Toledo;2006;81,88
Ambos sexos;45 Toledo;2005;80,82
Ambos sexos;45 Toledo;2004;81,06
Ambos sexos;45 Toledo;2003;80,56
Ambos sexos;45 Toledo;2002;80,64
Ambos sexos;45 Toledo;2001;79,98
Ambos sexos;45 Toledo;2000;80,22
Ambos sexos;45 Toledo;1999;79,68
Ambos sexos;45 Toledo;1998;79,95
Ambos sexos;45 Toledo;1997;79,82
Ambos sexos;45 Toledo;1996;79,07
Ambos sexos;45 Toledo;1995;78,90
Ambos sexos;45 Toledo;1994;78,89
Ambos sexos;45 Toledo;1993;78,48
Ambos sexos;45 Toledo;1992;78,42
Ambos sexos;45 Toledo;1991;78,29
Ambos sexos;45 Toledo;1990;78,04
Ambos sexos;45 Toledo;1989;77,59
Ambos sexos;45 Toledo;1988;78,16
Ambos sexos;45 Toledo;1987;77,78
Ambos sexos;45 Toledo;1986;77,64
Ambos sexos;45 Toledo;1985;77,14
Ambos sexos;45 Toledo;1984;77,22
Ambos sexos;45 Toledo;1983;77,30
Ambos sexos;45 Toledo;1982;77,45
Ambos sexos;45 Toledo;1981;76,49
Ambos sexos;45 Toledo;1980;76,38
Ambos sexos;45 Toledo;1979;75,74
Ambos sexos;45 Toledo;1978;75,55
Ambos sexos;45 Toledo;1977;75,48
Ambos sexos;45 Toledo;1976;74,55
Ambos sexos;45 Toledo;1975;74,49
Ambos sexos;46 Valencia/València;2023;82,97
Ambos sexos;46 Valencia/València;2022;82,34
Ambos sexos;46 Valencia/València;2021;82,22
Ambos sexos;46 Valencia/València;2020;82,16
Ambos sexos;46 Valencia/València;2019;82,88
Ambos sexos;46 Valencia/València;2018;82,45
Ambos sexos;46 Valencia/València;2017;82,26
Ambos sexos;46 Valencia/València;2016;82,31
Ambos sexos;46 Valencia/València;2015;81,96
Ambos sexos;46 Valencia/València;2014;82,19
Ambos sexos;46 Valencia/València;2013;82,18
Ambos sexos;46 Valencia/València;2012;81,61
Ambos sexos;46 Valencia/València;2011;81,42
Ambos sexos;46 Valencia/València;2010;81,08
Ambos sexos;46 Valencia/València;2009;80,91
Ambos sexos;46 Valencia/València;2008;80,52
Ambos sexos;46 Valencia/València;2007;80,13
Ambos sexos;46 Valencia/València;2006;80,14
Ambos sexos;46 Valencia/València;2005;79,38
Ambos sexos;46 Valencia/València;2004;79,54
Ambos sexos;46 Valencia/València;2003;78,81
Ambos sexos;46 Valencia/València;2002;78,78
Ambos sexos;46 Valencia/València;2001;78,93
Ambos sexos;46 Valencia/València;2000;78,60
Ambos sexos;46 Valencia/València;1999;77,91
Ambos sexos;46 Valencia/València;1998;78,20
Ambos sexos;46 Valencia/València;1997;77,56
Ambos sexos;46 Valencia/València;1996;77,29
Ambos sexos;46 Valencia/València;1995;77,36
Ambos sexos;46 Valencia/València;1994;76,85
Ambos sexos;46 Valencia/València;1993;76,77
Ambos sexos;46 Valencia/València;1992;76,27
Ambos sexos;46 Valencia/València;1991;76,18
Ambos sexos;46 Valencia/València;1990;76,05
Ambos sexos;46 Valencia/València;1989;75,66
Ambos sexos;46 Valencia/València;1988;75,62
Ambos sexos;46 Valencia/València;1987;75,73
Ambos sexos;46 Valencia/València;1986;75,73
Ambos sexos;46 Valencia/València;1985;75,45
Ambos sexos;46 Valencia/València;1984;75,56
Ambos sexos;46 Valencia/València;1983;75,07
Ambos sexos;46 Valencia/València;1982;74,97
Ambos sexos;46 Valencia/València;1981;74,54
Ambos sexos;46 Valencia/València;1980;74,13
Ambos sexos;46 Valencia/València;1979;73,80
Ambos sexos;46 Valencia/València;1978;73,26
Ambos sexos;46 Valencia/València;1977;73,33
Ambos sexos;46 Valencia/València;1976;73,06
Ambos sexos;46 Valencia/València;1975;72,79
Ambos sexos;47 Valladolid;2023;84,72
Ambos sexos;47 Valladolid;2022;84,09
Ambos sexos;47 Valladolid;2021;83,96
Ambos sexos;47 Valladolid;2020;82,92
Ambos sexos;47 Valladolid;2019;84,62
Ambos sexos;47 Valladolid;2018;84,28
Ambos sexos;47 Valladolid;2017;83,96
Ambos sexos;47 Valladolid;2016;84,18
Ambos sexos;47 Valladolid;2015;83,23
Ambos sexos;47 Valladolid;2014;83,86
Ambos sexos;47 Valladolid;2013;83,69
Ambos sexos;47 Valladolid;2012;83,16
Ambos sexos;47 Valladolid;2011;83,04
Ambos sexos;47 Valladolid;2010;82,47
Ambos sexos;47 Valladolid;2009;82,66
Ambos sexos;47 Valladolid;2008;81,88
Ambos sexos;47 Valladolid;2007;81,93
Ambos sexos;47 Valladolid;2006;81,61
Ambos sexos;47 Valladolid;2005;80,94
Ambos sexos;47 Valladolid;2004;80,92
Ambos sexos;47 Valladolid;2003;80,78
Ambos sexos;47 Valladolid;2002;80,61
Ambos sexos;47 Valladolid;2001;80,69
Ambos sexos;47 Valladolid;2000;80,30
Ambos sexos;47 Valladolid;1999;80,14
Ambos sexos;47 Valladolid;1998;79,71
Ambos sexos;47 Valladolid;1997;79,84
Ambos sexos;47 Valladolid;1996;79,37
Ambos sexos;47 Valladolid;1995;79,23
Ambos sexos;47 Valladolid;1994;79,47
Ambos sexos;47 Valladolid;1993;78,99
Ambos sexos;47 Valladolid;1992;78,80
Ambos sexos;47 Valladolid;1991;78,42
Ambos sexos;47 Valladolid;1990;78,42
Ambos sexos;47 Valladolid;1989;78,12
Ambos sexos;47 Valladolid;1988;78,08
Ambos sexos;47 Valladolid;1987;78,20
Ambos sexos;47 Valladolid;1986;78,64
Ambos sexos;47 Valladolid;1985;78,36
Ambos sexos;47 Valladolid;1984;78,13
Ambos sexos;47 Valladolid;1983;77,94
Ambos sexos;47 Valladolid;1982;78,21
Ambos sexos;47 Valladolid;1981;77,56
Ambos sexos;47 Valladolid;1980;76,57
Ambos sexos;47 Valladolid;1979;76,32
Ambos sexos;47 Valladolid;1978;75,29
Ambos sexos;47 Valladolid;1977;74,68
Ambos sexos;47 Valladolid;1976;73,98
Ambos sexos;47 Valladolid;1975;74,11
Ambos sexos;49 Zamora;2023;85,15
Ambos sexos;49 Zamora;2022;83,62
Ambos sexos;49 Zamora;2021;84,15
Ambos sexos;49 Zamora;2020;82,90
Ambos sexos;49 Zamora;2019;83,42
Ambos sexos;49 Zamora;2018;83,15
Ambos sexos;49 Zamora;2017;83,06
Ambos sexos;49 Zamora;2016;83,23
Ambos sexos;49 Zamora;2015;83,61
Ambos sexos;49 Zamora;2014;83,41
Ambos sexos;49 Zamora;2013;83,27
Ambos sexos;49 Zamora;2012;83,22
Ambos sexos;49 Zamora;2011;83,38
Ambos sexos;49 Zamora;2010;83,45
Ambos sexos;49 Zamora;2009;82,97
Ambos sexos;49 Zamora;2008;82,54
Ambos sexos;49 Zamora;2007;82,49
Ambos sexos;49 Zamora;2006;82,06
Ambos sexos;49 Zamora;2005;81,67
Ambos sexos;49 Zamora;2004;82,19
Ambos sexos;49 Zamora;2003;80,44
Ambos sexos;49 Zamora;2002;80,65
Ambos sexos;49 Zamora;2001;81,50
Ambos sexos;49 Zamora;2000;81,58
Ambos sexos;49 Zamora;1999;79,93
Ambos sexos;49 Zamora;1998;80,44
Ambos sexos;49 Zamora;1997;80,72
Ambos sexos;49 Zamora;1996;80,40
Ambos sexos;49 Zamora;1995;79,27
Ambos sexos;49 Zamora;1994;79,23
Ambos sexos;49 Zamora;1993;79,52
Ambos sexos;49 Zamora;1992;78,25
Ambos sexos;49 Zamora;1991;78,22
Ambos sexos;49 Zamora;1990;77,99
Ambos sexos;49 Zamora;1989;78,34
Ambos sexos;49 Zamora;1988;78,21
Ambos sexos;49 Zamora;1987;77,94
Ambos sexos;49 Zamora;1986;77,14
Ambos sexos;49 Zamora;1985;77,05
Ambos sexos;49 Zamora;1984;76,39
Ambos sexos;49 Zamora;1983;76,34
Ambos sexos;49 Zamora;1982;76,44
Ambos sexos;49 Zamora;1981;76,07
Ambos sexos;49 Zamora;1980;76,54
Ambos sexos;49 Zamora;1979;75,55
Ambos sexos;49 Zamora;1978;74,54
Ambos sexos;49 Zamora;1977;74,14
Ambos sexos;49 Zamora;1976;74,53
Ambos sexos;49 Zamora;1975;73,81
Ambos sexos;50 Zaragoza;2023;83,97
Ambos sexos;50 Zaragoza;2022;83,07
Ambos sexos;50 Zaragoza;2021;83,08
Ambos sexos;50 Zaragoza;2020;82,22
Ambos sexos;50 Zaragoza;2019;83,78
Ambos sexos;50 Zaragoza;2018;83,43
Ambos sexos;50 Zaragoza;2017;83,16
Ambos sexos;50 Zaragoza;2016;83,35
Ambos sexos;50 Zaragoza;2015;82,69
Ambos sexos;50 Zaragoza;2014;82,71
Ambos sexos;50 Zaragoza;2013;82,98
Ambos sexos;50 Zaragoza;2012;82,55
Ambos sexos;50 Zaragoza;2011;82,18
Ambos sexos;50 Zaragoza;2010;82,13
Ambos sexos;50 Zaragoza;2009;81,86
Ambos sexos;50 Zaragoza;2008;81,55
Ambos sexos;50 Zaragoza;2007;81,08
Ambos sexos;50 Zaragoza;2006;81,27
Ambos sexos;50 Zaragoza;2005;80,39
Ambos sexos;50 Zaragoza;2004;80,16
