Air Pollutant,Air Pollutant Description,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,Province,Quality,Respiratory_diseases_total,Life_expectancy_total,pib
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.434,ug/m3,Traffic,Urban,-8.5311,42.8878,260.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.328,ug/m3,Traffic,Urban,-6.2686,36.506,4.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.2,ug/m3,Industrial,Suburban,-5.9273,43.5792,6.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.091,ug/m3,Background,Suburban,-8.5591,42.876,220.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.484,ug/m3,Industrial,Suburban,1.9905,41.4153,82.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.681,ug/m3,Traffic,Urban,-4.7406,41.63,683.0,Valladolid,BUENA,471.0,83.69,22.24
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.731,ug/m3,Traffic,Urban,-0.4719,38.3594,45.0,Alicante/Alacant,BUENA,1.416,82.57,16.346
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.173,ug/m3,Background,Urban,2.148,41.4261,136.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.748,ug/m3,Background,Rural,-0.3592,39.7822,200.0,Valencia,BUENA,2.151,82.18,20.594
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.154,ug/m3,Traffic,Urban,-5.7464,41.5097,720.0,Zamora,BUENA,316.0,83.27,18.112
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,7.549,ug/m3,Background,Urban,-5.6707,43.5166,51.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.652,ug/m3,Traffic,Urban,-8.4206,43.3671,35.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.765,ug/m3,Traffic,Urban,2.0074,41.5561,261.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.412,ug/m3,Industrial,Suburban,-0.2658,39.6342,3.0,Valencia,BUENA,2.151,82.18,20.594
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.244,ug/m3,Industrial,Rural,-4.47,41.9328,721.0,Palencia,BUENA,211.0,83.18,22.465
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.325,ug/m3,Background,Rural,-7.4089,42.0616,760.0,Ourense,BUENA,492.0,82.63,18.417
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.269,ug/m3,Industrial,Urban,-0.0564,39.9453,27.0,Castellon/Castello,BUENA,521.0,82.43,21.644
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,13.601,ug/m3,Traffic,Urban,-5.8664,43.3583,267.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.236,ug/m3,Industrial,Suburban,-7.8478,43.4539,362.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.577,ug/m3,Background,Suburban,2.4958,41.689,145.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.107,ug/m3,Traffic,Urban,-0.7175,38.2592,99.0,Alicante/Alacant,BUENA,1.416,82.57,16.346
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.481,ug/m3,Industrial,Urban,-6.9641,37.1857,1.0,Huelva,BUENA,424.0,80.72,16.185
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.93,ug/m3,Industrial,Urban,-6.9253,37.2717,48.0,Huelva,BUENA,424.0,80.72,16.185
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.745,ug/m3,Industrial,Rural,-1.7817,37.255,11.0,Almeria,BUENA,551.0,81.58,16.759
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.83,ug/m3,Industrial,Rural,-8.3513,43.116,408.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.603,ug/m3,Traffic,Urban,-3.378,40.4793,589.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.733,ug/m3,Industrial,Rural,-0.2539,41.1058,320.0,Teruel,BUENA,176.0,83.02,23.994
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,0.418,ug/m3,Background,Rural,-5.8974,41.2389,1003.0,Salamanca,BUENA,437.0,84.31,17.326
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.443,ug/m3,Traffic,Urban,-2.4667,41.7667,1090.0,Soria,BUENA,122.0,84.45,22.241
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.554,ug/m3,Traffic,Urban,-2.9772,43.3027,4.0,Bizkaia,BUENA,998.0,83.13,26.85
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.498,ug/m3,Background,Suburban,-2.173,42.898,530.0,Navarra,BUENA,552.0,83.49,27.213
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.738,ug/m3,Industrial,Rural,-6.0362,37.555,1.0,Sevilla,BUENA,1.278,81.36,17.669
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.385,ug/m3,Background,Rural,-8.9235,42.7208,686.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.247,ug/m3,Background,Urban,-3.6514,40.3881,677.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,0.724,ug/m3,Background,Suburban,-6.1472,40.0778,181.0,Caceres,BUENA,568.0,82.34,16.511
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.069,ug/m3,Background,Suburban,-4.7008,40.6647,1150.0,Avila,BUENA,239.0,82.88,17.565
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,9.057,ug/m3,Background,Suburban,-6.2031,36.4606,35.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.209,ug/m3,Background,Rural,-4.8497,43.4392,132.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.662,ug/m3,Industrial,Rural,-5.5316,36.7945,390.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.35,ug/m3,Background,Rural,-2.8569,41.7236,1017.0,Soria,BUENA,122.0,84.45,22.241
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.094,ug/m3,Industrial,Rural,-0.0911,40.6372,1150.0,Castellon/Castello,BUENA,521.0,82.43,21.644
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,7.822,ug/m3,Industrial,Rural,-5.9211,36.7417,47.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.511,ug/m3,Traffic,Urban,-5.9275,43.5589,12.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.027,ug/m3,Background,Suburban,-6.5527,43.1788,363.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,0.871,ug/m3,Background,Rural,0.7342,41.3933,488.0,Lleida,BUENA,533.0,82.61,27.463
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.771,ug/m3,Industrial,Suburban,-3.0741,43.3205,136.0,Bizkaia,BUENA,998.0,83.13,26.85
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.304,ug/m3,Traffic,Urban,-7.5509,42.9979,450.0,Lugo,BUENA,546.0,82.66,20.19
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,0.347,ug/m3,Background,Rural,-7.7046,42.6347,560.0,Lugo,BUENA,546.0,82.66,20.19
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,0.563,ug/m3,Background,Rural,-1.1008,39.0828,855.0,Valencia,BUENA,2.151,82.18,20.594
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.14,ug/m3,Background,Urban,-5.9915,37.3881,19.0,Sevilla,BUENA,1.278,81.36,17.669
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.975,ug/m3,Industrial,Suburban,-6.1145,36.6609,49.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,0.567,ug/m3,Industrial,Suburban,-0.3367,39.7053,320.0,Valencia,BUENA,2.151,82.18,20.594
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.203,ug/m3,Background,Urban,-0.4669,38.7064,534.0,Alicante/Alacant,BUENA,1.416,82.57,16.346
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,9.5,ug/m3,Industrial,Suburban,-5.4358,36.1905,26.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.311,ug/m3,Industrial,Suburban,-1.284,42.579,397.0,Navarra,BUENA,552.0,83.49,27.213
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.818,ug/m3,Background,Suburban,-2.3937,42.849,594.0,Araba/Alava,BUENA,276.0,83.36,33.371
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.104,ug/m3,Background,Rural,-2.155,43.2506,225.0,Gipuzkoa,BUENA,601.0,83.04,28.283
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.285,ug/m3,Industrial,Suburban,-6.8338,37.2816,52.0,Huelva,BUENA,424.0,80.72,16.185
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.964,ug/m3,Industrial,Suburban,-4.904,38.1379,571.0,Cordoba,BUENA,892.0,82.11,15.71
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.897,ug/m3,Industrial,Rural,-7.8398,43.4708,552.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.235,ug/m3,Background,Suburban,1.9232,41.4756,75.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.335,ug/m3,Industrial,Suburban,-5.3914,36.2088,51.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.677,ug/m3,Industrial,Suburban,-6.5208,42.6256,720.0,Leon,BUENA,692.0,82.73,18.654
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.269,ug/m3,Background,Rural,-5.9397,39.8492,376.0,Caceres,BUENA,568.0,82.34,16.511
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.112,ug/m3,Traffic,Urban,-3.7064,40.4453,699.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.796,ug/m3,Traffic,Urban,0.6157,41.6158,170.0,Lleida,BUENA,533.0,82.61,27.463
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.385,ug/m3,Background,Suburban,-4.8457,39.9586,369.0,Toledo,BUENA,666.0,83.46,16.325
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.476,ug/m3,Industrial,Rural,0.8313,40.9396,96.0,Tarragona,BUENA,625.0,82.52,25.457
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.556,ug/m3,Traffic,Urban,-0.4472,39.4811,41.0,Valencia,BUENA,2.151,82.18,20.594
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,7.035,ug/m3,Traffic,Urban,-3.6127,37.1961,689.0,Granada,BUENA,817.0,81.94,15.877
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.301,ug/m3,Industrial,Urban,-2.8837,43.2411,125.0,Bizkaia,BUENA,998.0,83.13,26.85
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.836,ug/m3,Industrial,Urban,-2.6379,43.1683,113.0,Bizkaia,BUENA,998.0,83.13,26.85
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.337,ug/m3,Traffic,Urban,-2.9352,43.2675,33.0,Bizkaia,BUENA,998.0,83.13,26.85
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.917,ug/m3,Background,Rural,-3.2211,40.2876,795.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.08,ug/m3,Industrial,Rural,-9.1189,43.0089,198.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.857,ug/m3,Industrial,Suburban,-3.1127,43.3207,30.0,Bizkaia,BUENA,998.0,83.13,26.85
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.642,ug/m3,Background,Suburban,-6.0425,37.3408,50.0,Sevilla,BUENA,1.278,81.36,17.669
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.372,ug/m3,Traffic,Urban,-0.3428,39.4575,7.0,Valencia,BUENA,2.151,82.18,20.594
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.402,ug/m3,Background,Rural,0.1819,42.4578,1005.0,Huesca,BUENA,212.0,83.43,25.616
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.789,ug/m3,Traffic,Urban,-3.6453,40.5404,671.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.125,ug/m3,Industrial,Suburban,-5.8989,43.5503,8.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.111,ug/m3,Industrial,Rural,-8.1944,43.177,380.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.674,ug/m3,Background,Rural,0.8311,41.0082,737.0,Tarragona,BUENA,625.0,82.52,25.457
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.998,ug/m3,Background,Urban,-2.811,36.7697,97.0,Almeria,BUENA,551.0,81.58,16.759
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.546,ug/m3,Traffic,Suburban,-1.1433,41.7628,235.0,Zaragoza,BUENA,873.0,82.98,23.946
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.555,ug/m3,Background,Rural,-4.2752,40.2479,469.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.83,ug/m3,Traffic,Urban,-4.0143,40.6339,873.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.106,ug/m3,Background,Suburban,2.0977,41.3215,5.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,16.556,ug/m3,Industrial,Urban,-5.4114,36.1821,2.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.633,ug/m3,Industrial,Suburban,2.0574,41.3866,81.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.525,ug/m3,Background,Rural,-5.0897,43.0414,1140.0,Leon,BUENA,692.0,82.73,18.654
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,8.376,ug/m3,Industrial,Urban,-6.9381,37.2796,66.0,Huelva,BUENA,424.0,80.72,16.185
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.48,ug/m3,Background,Urban,-5.9138,37.2845,49.0,Sevilla,BUENA,1.278,81.36,17.669
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.663,ug/m3,Traffic,Urban,-5.9596,37.3843,29.0,Sevilla,BUENA,1.278,81.36,17.669
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,0.541,ug/m3,Background,Rural,-3.1425,41.2742,1368.0,Guadalajara,BUENA,226.0,84.53,18.484
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.119,ug/m3,Industrial,Urban,-9.1861,42.9536,38.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.739,ug/m3,Traffic,Urban,-4.0428,43.3675,18.0,Cantabria,BUENA,623.0,82.96,20.299
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.399,ug/m3,Industrial,Urban,-2.9175,42.6844,471.0,Burgos,BUENA,392.0,83.57,24.696
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.898,ug/m3,Traffic,Urban,2.1524,41.3996,61.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.222,ug/m3,Background,Urban,-3.7033,40.4192,657.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,9.924,ug/m3,Industrial,Rural,-8.472,43.3353,240.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.62,ug/m3,Traffic,Urban,-3.7122,40.4242,637.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.459,ug/m3,Industrial,Rural,-7.9886,43.4054,478.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.673,ug/m3,Background,Suburban,-3.2646,40.571,630.0,Guadalajara,BUENA,226.0,84.53,18.484
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.277,ug/m3,Background,Suburban,-8.4092,43.3828,25.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.484,ug/m3,Traffic,Suburban,-0.4083,39.4811,11.0,Valencia,BUENA,2.151,82.18,20.594
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.924,ug/m3,Industrial,Rural,-1.628,42.074,383.0,Navarra,BUENA,552.0,83.49,27.213
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,7.013,ug/m3,Traffic,Urban,-5.5872,42.6039,838.0,Leon,BUENA,692.0,82.73,18.654
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,16.304,ug/m3,Industrial,Suburban,-0.9265,37.5744,10.0,Murcia,BUENA,1.252,82.27,18.502
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,11.972,ug/m3,Industrial,Suburban,-4.0886,38.682,685.0,Ciudad Real,BUENA,637.0,82.43,18.416
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.983,ug/m3,Background,Rural,-0.2908,40.9467,570.0,Teruel,BUENA,176.0,83.02,23.994
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.35,ug/m3,Traffic,Urban,-2.6807,42.8548,517.0,Araba/Alava,BUENA,276.0,83.36,33.371
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.676,ug/m3,Background,Rural,-3.4679,40.909,995.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,7.671,ug/m3,Background,Urban,-2.9023,43.2549,76.0,Bizkaia,BUENA,998.0,83.13,26.85
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.529,ug/m3,Industrial,Suburban,1.2008,41.1037,5.0,Tarragona,BUENA,625.0,82.52,25.457
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.123,ug/m3,Traffic,Urban,-3.6889,41.6656,801.0,Burgos,BUENA,392.0,83.57,24.696
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.218,ug/m3,Background,Urban,-1.653,42.806,449.0,Navarra,BUENA,552.0,83.49,27.213
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.832,ug/m3,Traffic,Suburban,2.1883,41.482,34.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.147,ug/m3,Industrial,Urban,-6.9422,37.2526,17.0,Huelva,BUENA,424.0,80.72,16.185
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.839,ug/m3,Traffic,Urban,-1.64,42.8122,455.0,Navarra,BUENA,552.0,83.49,27.213
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,0.731,ug/m3,Background,Rural,-4.3504,39.5463,923.0,Toledo,BUENA,666.0,83.46,16.325
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,0.684,ug/m3,Background,Rural,-3.5506,37.2369,1258.0,Granada,BUENA,817.0,81.94,15.877
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.337,ug/m3,Industrial,Suburban,-0.0572,40.0128,106.0,Castellon/Castello,BUENA,521.0,82.43,21.644
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,4.281,ug/m3,Traffic,Urban,-5.6461,43.5378,19.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.751,ug/m3,Background,Suburban,2.2873,42.0033,460.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.992,ug/m3,Background,Urban,-3.6361,42.3361,929.0,Burgos,BUENA,392.0,83.57,24.696
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.529,ug/m3,Industrial,Suburban,-8.2522,43.4916,33.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.802,ug/m3,Traffic,Urban,2.1538,41.3853,26.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.492,ug/m3,Industrial,Suburban,-3.8419,43.4044,16.0,Cantabria,BUENA,623.0,82.96,20.299
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,5.042,ug/m3,Industrial,Suburban,-7.5078,43.6863,60.0,Lugo,BUENA,546.0,82.66,20.19
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.263,ug/m3,Industrial,Rural,-8.545,43.1478,398.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.595,ug/m3,Industrial,Suburban,1.6722,41.2022,5.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.017,ug/m3,Background,Urban,-4.1356,43.0119,850.0,Cantabria,BUENA,623.0,82.96,20.299
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.555,ug/m3,Industrial,Rural,-8.5189,43.2953,100.0,A Coruna,BUENA,1.291,82.34,20.621
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,10.292,ug/m3,Industrial,Urban,-5.4534,36.1362,24.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.884,ug/m3,Background,Suburban,-0.4578,39.15,60.0,Valencia,BUENA,2.151,82.18,20.594
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.619,ug/m3,Industrial,Suburban,-1.0659,37.6925,80.0,Murcia,BUENA,1.252,82.27,18.502
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,16.711,ug/m3,Industrial,Urban,-5.3825,36.1801,3.0,Cadiz,BUENA,940.0,80.66,15.843
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.566,ug/m3,Traffic,Urban,-3.5424,40.4306,594.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.76,ug/m3,Background,Rural,-6.2239,40.5697,985.0,Salamanca,BUENA,437.0,84.31,17.326
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,1.795,ug/m3,Background,Urban,2.4433,41.5472,40.0,Barcelona,BUENA,4.422,83.06,25.975
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.098,ug/m3,Background,Suburban,-3.8768,40.3242,650.0,Madrid,BUENA,6.035,84.13,30.264
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.935,ug/m3,Industrial,Suburban,-7.4319,43.6844,100.0,Lugo,BUENA,546.0,82.66,20.19
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.089,ug/m3,Traffic,Urban,-4.863,36.511,39.0,Malaga,BUENA,1.154,81.71,16.016
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.85,ug/m3,Industrial,Rural,-8.6703,42.4047,40.0,Pontevedra,BUENA,899.0,82.79,18.673
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.855,ug/m3,Traffic,Urban,-5.6583,43.5352,18.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,3.501,ug/m3,Traffic,Urban,-3.8086,43.4606,9.0,Cantabria,BUENA,623.0,82.96,20.299
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,6.955,ug/m3,Industrial,Rural,-1.9615,36.95,51.0,Almeria,BUENA,551.0,81.58,16.759
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,10.629,ug/m3,Background,Urban,-5.8728,43.3727,276.0,Asturias,BUENA,1.3,82.19,19.475
so2,Sulphur dioxide (air),Annual mean / 1 calendar year,2013-01-01,2.331,ug/m3,Traffic,Urban,-7.8779,42.353,132.0,Ourense,BUENA,492.0,82.63,18.417
