Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency,Province
Spain,NET_ES207A,CCAA Cast. la Mancha,ES1535A,ALBACETE,SP_02003001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,29.454,ug/m3,88.48,1.0,Background,Suburban,-1.8521,38.9793,686.0,Albacete                                                                        ,ES519C1                                           ,174336.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_02003001_10_49.parquet,hour,Albacete
Spain,NET_ES213A,CCAA Madrid,ES1810A,VILLA DEL PRADO,SP_28171001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,22.427,ug/m3,99.11,1.0,Background,Rural,-4.2752,40.2479,469.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_28171001_10_49.parquet,hour,Comunidad de Madrid
Spain,NET_ES215A,CCAA Navarra,ES1740A,PLAZA DE LA CRUZ,SP_31201013_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,16.703,ug/m3,98.65,1.0,Traffic,Urban,-1.64,42.8122,455.0,Pamplona/Iruña                                                                  ,ES014K1                                           ,334398.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_31201013_10_49.parquet,hour,Iruñerria / Comarca de Pamplona
Spain,NET_ES210A,CCAA Com. Valenciana,ES1623A,ALCOI - VERGE DELS LLIRIS,SP_03009006_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,15.966,ug/m3,95.62,1.0,Background,Urban,-0.4669,38.7064,534.0,Alcoy                                                                           ,ES537C1                                           ,59354.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_03009006_10_M.parquet,day,Alacant / Alicante
Spain,NET_ES209A,CCAA Cataluña,ES1839A,CASTELLAR DEL VALLÈS (CAL MASAVEU),SP_08051003_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,18.048,ug/m3,56.71,1.0,Background,Suburban,2.0871,41.6179,330.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08051003_10_M.parquet,day,Barcelona
Spain,NET_ES210A,CCAA Com. Valenciana,ES1182A,GANDÍA,SP_46131002_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,17.52,ug/m3,89.04,1.0,Traffic,Urban,-0.19,38.9667,22.0,Gandia                                                                          ,ES046C1                                           ,75798.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_46131002_10_M.parquet,day,València / Valencia
Spain,NET_ES201A,CCAA Andalucía,ES1971A,VILLAHARTA,SP_14068001_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,14.407,ug/m3,16.16,1.0,Industrial,Suburban,-4.904,38.1379,571.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_14068001_10_M.parquet,day,Córdoba
Spain,NET_ES203A,CCAA Asturias,ES1269A,PALACIO DE DEPORTES,SP_33044030_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,31.58,ug/m3,99.83,1.0,Traffic,Urban,-5.833,43.3665,180.0,Oviedo                                                                          ,ES013C1                                           ,219910.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_33044030_10_49.parquet,hour,Asturias / Asturies
Spain,NET_ES201A,CCAA Andalucía,ES0712A,LOS BARRIOS,SP_11008001_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,24.737,ug/m3,15.62,1.0,Industrial,Suburban,-5.4808,36.1754,45.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_11008001_10_M.parquet,day,Cádiz
Spain,NET_ES058A,EMEP/VAG/CAMP,ES0017R,DOÑANA,SP_21005999_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,16.955,ug/m3,96.71,1.0,Background,Rural,-6.555,37.0519,35.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_21005999_10_M.parquet,day,Huelva
Spain,NET_ES058A,EMEP/VAG/CAMP,ES0014R,ELS TORMS,SP_25224999_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,14.29,ug/m3,95.34,1.0,Background,Rural,0.7342,41.3933,488.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_25224999_10_M.parquet,day,Lleida
Spain,NET_ES209A,CCAA Cataluña,ES2012A,PALLEJÀ (ROCA DE VILANA),SP_08157003_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,28.771,ug/m3,89.32,1.0,Industrial,Suburban,1.9905,41.4153,82.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08157003_10_M.parquet,day,Barcelona
Spain,NET_ES201A,CCAA Andalucía,ES1648A,E2: ALCORNOCALES,SP_11008009_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,17.82,ug/m3,16.71,1.0,Background,Rural,-5.6635,36.2339,189.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_11008009_10_M.parquet,day,Cádiz
Spain,NET_ES209A,CCAA Cataluña,ES1887A,TONA (IES TONA),SP_08283003_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,21.703,ug/m3,57.26,1.0,Background,Rural,2.223,41.8466,606.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08283003_10_M.parquet,day,Barcelona
Spain,NET_ES201A,CCAA Andalucía,ES0827A,SAN JUÁN DEL PUERTO,SP_21064002_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,19.752,ug/m3,92.88,1.0,Industrial,Urban,-6.8446,37.3154,23.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_21064002_10_49.parquet,day,Huelva
Spain,NET_ES058A,EMEP/VAG/CAMP,ES0006R,MAHÓN,SP_07032999_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,17.97,ug/m3,92.33,1.0,Background,Rural,4.3239,39.8761,78.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_07032999_10_M.parquet,day,Illes Balears
Spain,NET_ES206A,CCAA Cantabria,ES1578A,CASTRO URDIALES,SP_39020001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,17.578,ug/m3,98.25,1.0,Background,Urban,-3.2206,43.3825,20.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_39020001_10_49.parquet,hour,Cantabria
Spain,NET_ES209A,CCAA Cataluña,ES0692A,L'HOSPITALET DE LLOBREGAT (AV. DEL TORRENT GORNAL),SP_08101001_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,31.134,ug/m3,54.52,1.0,Background,Urban,2.115,41.3705,29.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08101001_10_M.parquet,day,Barcelona
Spain,NET_ES205A,CCAA Islas Canarias,ES2004A,LA LOMA-TELDE,SP_35026004_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,33.77,ug/m3,92.41,1.0,Industrial,Urban,-15.4147,28.0263,115.0,Telde                                                                           ,ES029C1                                           ,102791.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_35026004_10_49.parquet,hour,Las Palmas
Spain,NET_ES209A,CCAA Cataluña,ES1126A,MARTORELL (POLIESPORTIU MUNICIPAL),SP_08114006_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,23.148,ug/m3,56.44,1.0,Background,Suburban,1.9232,41.4756,75.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08114006_10_M.parquet,day,Barcelona
Spain,NET_ES131A,Ayto Madrid,ES1937A,MENDEZ ALVARO,SP_28079047_10_47,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,21.091,ug/m3,99.19,1.0,Background,Urban,-3.6867,40.3981,609.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_28079047_10_47.parquet,hour,Madrid
Spain,NET_ES212A,CCAA Galicia,ES2005A,CEE,SP_15023004_10_47,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,16.166,ug/m3,99.05,1.0,Industrial,Urban,-9.1861,42.9536,38.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_15023004_10_47.parquet,hour,A Coruña
Spain,NET_ES058A,EMEP/VAG/CAMP,ES0009R,CAMPISÁBALOS,SP_19061999_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,9.103,ug/m3,98.63,1.0,Background,Rural,-3.1425,41.2742,1368.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_19061999_10_M.parquet,day,Guadalajara
Spain,NET_ES209A,CCAA Cataluña,ES1559A,LA BISBAL D'EMPORDÀ (AJUNTAMENT),SP_17022002_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,26.037,ug/m3,41.92,1.0,Background,Suburban,3.0374,41.9593,9.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_17022002_10_M.parquet,day,Girona
Spain,NET_ES216A,CCAA País Vasco,ES1498A,TOLOSA,SP_20071001_10_47,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,18.348,ug/m3,98.78,1.0,Traffic,Urban,-2.078,43.1308,90.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_20071001_10_47.parquet,hour,Gipuzkoa
Spain,NET_ES208A,CCAA Castilla y León,ES1790A,PONFERRADA 4,SP_24115015_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,20.735,ug/m3,97.12,1.0,Industrial,Suburban,-6.5847,42.5428,541.0,Ponferrada                                                                      ,ES057C1                                           ,64509.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_24115015_10_49.parquet,hour,León
Spain,NET_ES203A,CCAA Asturias,ES1974A,MONTEVIL,SP_33024031_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,25.407,ug/m3,98.97,1.0,Background,Urban,-5.6707,43.5166,51.0,Gijón                                                                           ,ES023C1                                           ,271717.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_33024031_10_49.parquet,hour,Asturias / Asturies
Spain,NET_ES206A,CCAA Cantabria,ES1531A,LOS TOJOS,SP_39086001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,11.413,ug/m3,97.01,1.0,Background,Rural,-4.2531,43.1533,650.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_39086001_10_49.parquet,hour,Cantabria
Spain,NET_ES206A,CCAA Cantabria,ES1576A,ESTACIÓN DEL MEDITERRANEO,SP_39008001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,22.457,ug/m3,97.85,1.0,Industrial,Suburban,-3.8419,43.4044,16.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_39008001_10_49.parquet,hour,Cantabria
Spain,NET_ES208A,CCAA Castilla y León,ES1631A,ARCO DE LADRILLO II,SP_47186027_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,18.19,ug/m3,98.61,1.0,Traffic,Urban,-4.7303,41.6456,700.0,Valladolid                                                                      ,ES009C1                                           ,299265.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_47186027_10_49.parquet,hour,Valladolid
Spain,NET_ES208A,CCAA Castilla y León,ES1643A,SORIA,SP_42173001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,18.048,ug/m3,98.31,1.0,Traffic,Urban,-2.4667,41.7667,1090.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_42173001_10_49.parquet,hour,Soria
Spain,NET_ES201A,CCAA Andalucía,ES1656A,RONDA DEL VALLE,SP_23050003_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,24.559,ug/m3,16.16,1.0,Background,Urban,-3.7816,37.7826,480.0,Jaén                                                                            ,ES527C1                                           ,112757.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_23050003_10_M.parquet,day,Jaén
Spain,NET_ES217A,CCAA La Rioja,ES1649A,ALFARO,SP_26011001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,17.945,ug/m3,98.57,1.0,Industrial,Rural,-1.744,42.176,350.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_26011001_10_49.parquet,hour,La Rioja
Spain,NET_ES212A,CCAA Galicia,ES1307A,PARAXÓN,SP_15026001_10_47,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,14.566,ug/m3,97.64,1.0,Industrial,Rural,-8.1944,43.177,380.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_15026001_10_47.parquet,hour,A Coruña
Spain,NET_ES205A,CCAA Islas Canarias,ES0873A,JINÁMAR III FASE,SP_35016010_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,44.204,ug/m3,96.18,1.0,Industrial,Urban,-15.4163,28.0351,53.0,Las Palmas                                                                      ,ES008C1                                           ,381223.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_35016010_10_49.parquet,hour,Las Palmas
Spain,NET_ES201A,CCAA Andalucía,ES2030A,MARBELLA ARCO,SP_29069002_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,36.95,ug/m3,16.44,1.0,Traffic,Urban,-4.863,36.511,39.0,Marbella                                                                        ,ES533C1                                           ,147633.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_29069002_10_M.parquet,day,Málaga
Spain,NET_ES210A,CCAA Com. Valenciana,ES1621A,L'ALCORA-PM,SP_12005004_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,24.274,ug/m3,64.93,1.0,Industrial,Urban,-0.2064,40.0686,175.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_12005004_10_M.parquet,day,Castelló / Castellón
Spain,NET_ES209A,CCAA Cataluña,ES1928A,BADALONA (GUÀRDIA URBANA),SP_08015022_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,26.556,ug/m3,49.32,1.0,Background,Urban,2.2275,41.4463,2.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08015022_10_M.parquet,day,Barcelona
Spain,NET_ES211A,CCAA Extremadura,ES1601A,BADAJOZ,SP_06015001_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,16.837,ug/m3,96.16,1.0,Background,Urban,-7.0115,38.8876,390.0,Badajoz                                                                         ,ES017C1                                           ,150984.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_06015001_10_M.parquet,day,Badajoz
Spain,NET_ES209A,CCAA Cataluña,ES1123A,CONSTANTÍ (GAUDÍ),SP_43047001_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,23.266,ug/m3,48.49,1.0,Industrial,Suburban,1.2177,41.1549,56.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_43047001_10_M.parquet,day,Tarragona
Spain,NET_ES201A,CCAA Andalucía,ES1718A,VILLANUEVA DEL ARZOBISPO,SP_23097001_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,40.433,ug/m3,16.44,1.0,Industrial,Urban,-3.0102,38.1744,691.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_23097001_10_M.parquet,day,Jaén
Spain,NET_ES203A,CCAA Asturias,ES1270A,HERMANOS FELGUEROSO,SP_33024023_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,23.63,ug/m3,99.2,1.0,Traffic,Urban,-5.6583,43.5352,18.0,Gijón                                                                           ,ES023C1                                           ,271717.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_33024023_10_49.parquet,hour,Asturias / Asturies
Spain,NET_ES203A,CCAA Asturias,ES0824A,MERIÑÁN,SP_33031029_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,18.592,ug/m3,99.54,1.0,Industrial,Suburban,-5.7057,43.3069,218.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_33031029_10_49.parquet,hour,Asturias / Asturies
Spain,NET_ES201A,CCAA Andalucía,ES1897A,CAMPANILLAS CIFA,SP_29067007_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,23.127,ug/m3,15.07,1.0,Industrial,Suburban,-4.561,36.7278,55.0,Málaga                                                                          ,ES006C1                                           ,578460.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_29067007_10_M.parquet,day,Málaga
Spain,NET_ES201A,CCAA Andalucía,ES1973A,CIUDAD DEPORTIVA,SP_18021001_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,37.979,ug/m3,89.32,1.0,Background,Suburban,-3.6193,37.1356,684.0,Granada                                                                         ,ES501K1                                           ,404809.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_18021001_10_49.parquet,day,Granada
Spain,NET_ES203A,CCAA Asturias,ES2051A,LUGONES INSTITUTO,SP_33066004_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,24.482,ug/m3,98.18,1.0,Industrial,Suburban,-5.8028,43.4015,170.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_33066004_10_49.parquet,hour,Asturias / Asturies
Spain,NET_ES209A,CCAA Cataluña,ES1872A,SABADELL (IES ESCOLA INDUSTRIAL),SP_08187014_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,26.979,ug/m3,49.32,1.0,Background,Urban,2.1052,41.5482,195.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08187014_10_M.parquet,day,Barcelona
Spain,NET_ES211A,CCAA Extremadura,ES1997A,PLASENCIA,SP_10148001_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,12.802,ug/m3,89.32,1.0,Background,Suburban,-6.1472,40.0778,181.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_10148001_10_M.parquet,day,Cáceres
Spain,NET_ES203A,CCAA Asturias,ES0879A,LLARANES,SP_33004020_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,30.363,ug/m3,99.29,1.0,Industrial,Suburban,-5.8989,43.5503,8.0,Avilés                                                                          ,ES039C1                                           ,77791.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_33004020_10_49.parquet,hour,Asturias / Asturies
Spain,NET_ES208A,CCAA Castilla y León,ES2029A,ÁVILA 2,SP_05019002_10_49,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,17.279,ug/m3,97.9,1.0,Background,Suburban,-4.7008,40.6647,1150.0,Ávila                                                                           ,ES538C1                                           ,58369.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_05019002_10_49.parquet,hour,Ávila
Spain,NET_ES209A,CCAA Cataluña,ES1447A,VILANOVA I LA GELTRÚ (CENTRE CÍVIC TACÓ),SP_08307013_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,22.773,ug/m3,57.53,1.0,Background,Suburban,1.7269,41.2343,32.0,Vilanova i la Geltrú                                                            ,ES063C1                                           ,67733.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08307013_10_M.parquet,day,Barcelona
Spain,NET_ES209A,CCAA Cataluña,ES1856A,BARCELONA (PARC DE LA VALL D'HEBRON),SP_08019054_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,22.431,ug/m3,96.71,1.0,Background,Urban,2.148,41.4261,136.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08019054_10_M.parquet,day,Barcelona
Spain,NET_ES201A,CCAA Andalucía,ES1640A,ALCALÁ DE GUADAIRA,SP_41004006_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,25.836,ug/m3,16.71,1.0,Background,Urban,-5.8337,37.3425,68.0,Alcalá de Guadaíra                                                              ,ES536C1                                           ,75533.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_41004006_10_M.parquet,day,Sevilla
Spain,NET_ES201A,CCAA Andalucía,ES1996A,BÉDAR,SP_04022001_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,15.607,ug/m3,15.34,1.0,Background,Suburban,-1.9791,37.193,380.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_04022001_10_M.parquet,day,Almería
Spain,NET_ES209A,CCAA Cataluña,ES1983A,EL PRAT DE LLOBREGAT (CEM SAGNIER),SP_08169009_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,27.297,ug/m3,35.07,1.0,Background,Suburban,2.0821,41.3218,7.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_08169009_10_M.parquet,day,Barcelona
Spain,NET_ES201A,CCAA Andalucía,ES1925A,PUENTE MAYORGA,SP_11033010_10_M,PM10,Particulate matter < 10 µm (aerosol),P1Y,Annual mean / 1 calendar year,2015,24.738,ug/m3,58.63,1.0,Industrial,Urban,-5.3825,36.1801,3.0,,,,E1a/validated data AQ e-Reporting,26/04/2025 20:19:50,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/ES/SP_11033010_10_M.parquet,day,Cádiz
