Causa de muerte;Sexo;Provincias;Periodo;Total
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2018;5.653
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2017;5.388
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2016;4.794
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2015;5.064
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2014;4.547
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2013;4.422
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2012;4.982
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2011;4.327
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2010;4.334
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2009;4.482
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2008;4.488
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2007;4.553
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2006;4.198
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2005;5.141
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2004;4.054
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2003;4.637
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2002;4.315
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2001;3.854
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;2000;4.540
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1999;4.970
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1998;4.328
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1997;4.075
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1996;4.030
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1995;3.693
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1994;3.330
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1993;3.551
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1992;3.356
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1991;3.499
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1990;3.649
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1989;3.312
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1988;3.082
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1987;2.920
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1986;3.090
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1985;2.860
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1984;2.551
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1983;2.707
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1982;2.353
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1981;2.987
062-067  X.Enfermedades del sistema respiratorio;Total;08 Barcelona;1980;2.775
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2023;909
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2022;874
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2021;749
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2020;832
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2019;1.180
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2018;1.293
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2017;1.304
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2016;1.123
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2015;1.170
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2014;970
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2013;998
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2012;1.049
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2011;965
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2010;910
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2009;999
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2008;1.080
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2007;973
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2006;952
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2005;1.207
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2004;957
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2003;1.102
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2002;1.069
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2001;863
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;2000;1.065
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1999;1.013
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1998;1.006
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1997;916
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1996;952
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1995;903
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1994;808
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1993;889
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1992;881
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1991;907
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1990;904
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1989;757
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1988;703
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1987;697
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1986;809
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1985;922
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1984;915
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1983;928
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1982;896
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1981;1.023
062-067  X.Enfermedades del sistema respiratorio;Total;48 Bizkaia;1980;948
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2023;440
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2022;380
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2021;319
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2020;389
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2019;473
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2018;534
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2017;537
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2016;466
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2015;505
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2014;457
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2013;392
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2012;469
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2011;441
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2010;388
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2009;439
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2008;419
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2007;426
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2006;360
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2005;475
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2004;374
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2003;458
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2002;409
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2001;380
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;2000;403
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1999;486
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1998;415
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1997;369
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1996;360
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1995;360
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1994;337
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1993;333
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1992;288
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1991;310
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1990;381
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1989;294
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1988;270
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1987;270
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1986;309
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1985;266
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1984;267
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1983;268
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1982;180
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1981;239
062-067  X.Enfermedades del sistema respiratorio;Total;09 Burgos;1980;238
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2023;559
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2022;501
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2021;439
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2020;576
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2019;578
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2018;592
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2017;694
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2016;607
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2015;582
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2014;496
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2013;568
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2012;623
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2011;509
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2010;509
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2009;539
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2008;504
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2007;546
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2006;442
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2005;592
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2004;454
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2003;576
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2002;495
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2001;534
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;2000;559
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1999;670
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1998;425
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1997;460
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1996;483
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1995;351
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1994;393
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1993;425
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1992;368
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1991;414
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1990;427
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1989;352
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1988;365
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1987;365
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1986;327
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1985;368
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1984;338
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1983;409
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1982;310
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1981;391
062-067  X.Enfermedades del sistema respiratorio;Total;10 C�ceres;1980;344
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2023;1.013
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2022;918
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2021;761
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2020;951
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2019;978
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2018;1.100
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2017;921
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2016;913
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2015;1.134
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2014;932
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2013;940
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2012;1.047
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2011;882
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2010;919
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2009;895
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2008;919
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2007;937
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2006;820
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2005;1.062
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2004;905
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2003;1.028
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2002;839
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2001;744
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;2000;843
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1999;898
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1998;778
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1997;766
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1996;778
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1995;704
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1994;642
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1993;714
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1992;612
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1991;719
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1990;768
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1989;709
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1988;689
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1987;632
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1986;655
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1985;599
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1984;560
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1983;617
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1982;602
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1981;649
062-067  X.Enfermedades del sistema respiratorio;Total;11 C�diz;1980;565
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2023;696
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2022;698
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2021;486
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2020;613
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2019;563
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2018;780
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2017;752
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2016;710
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2015;795
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2014;738
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2013;623
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2012;610
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2011;564
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2010;552
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2009;688
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2008;753
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2007;699
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2006;665
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2005;719
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2004;613
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2003;670
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2002;631
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2001;604
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;2000;727
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1999;697
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1998;624
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1997;591
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1996;594
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1995;556
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1994;477
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1993;521
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1992;528
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1991;501
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1990;535
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1989;533
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1988;487
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1987;442
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1986;497
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1985;452
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1984;441
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1983;486
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1982;373
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1981;475
062-067  X.Enfermedades del sistema respiratorio;Total;39 Cantabria;1980;405
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2023;531
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2022;443
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2021;392
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2020;471
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2019;525
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2018;728
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2017;537
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2016;511
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2015;643
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2014;468
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2013;521
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2012;501
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2011;517
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2010;496
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2009;537
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2008;501
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2007;518
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2006;459
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2005;547
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2004;478
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2003;543
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2002;551
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2001;487
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;2000;436
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1999;581
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1998;503
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1997;468
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1996;408
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1995;411
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1994;414
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1993;363
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1992;317
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1991;417
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1990;438
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1989;424
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1988;399
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1987;391
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1986;367
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1985;402
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1984;372
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1983;429
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1982;319
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1981;434
062-067  X.Enfermedades del sistema respiratorio;Total;12 Castell�n/Castell�;1980;424
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2023;660
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2022;595
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2021;525
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2020;680
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2019;794
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2018;803
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2017;840
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2016;755
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2015;851
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2014;738
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2013;637
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2012;785
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2011;636
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2010;656
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2009;696
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2008;709
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2007;668
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2006;547
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2005;696
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2004;555
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2003;634
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2002;614
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2001;519
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;2000;552
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1999;648
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1998;571
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1997;459
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1996;527
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1995;525
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1994;521
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1993;526
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1992;482
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1991;463
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1990;547
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1989;510
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1988;464
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1987;450
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1986;430
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1985;479
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1984;432
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1983;518
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1982;415
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1981;508
062-067  X.Enfermedades del sistema respiratorio;Total;13 Ciudad Real;1980;493
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2023;971
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2022;854
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2021;706
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2020;790
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2019;935
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2018;984
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2017;1.036
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2016;953
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2015;1.029
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2014;900
