Causa de muerte;Sexo;Provincias;Periodo;Total
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2001;217
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2000;268
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1999;326
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1998;271
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1997;262
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1996;307
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1995;272
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1994;256
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1993;210
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1992;194
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1991;247
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1990;233
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1989;190
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1988;184
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1987;173
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1986;207
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1985;177
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1984;207
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1983;233
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1982;160
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1981;166
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;1980;133
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2023;810
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2022;690
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2021;608
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2020;671
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2019;829
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2018;954
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2017;879
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2016;798
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2015;914
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2014;738
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2013;740
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2012;822
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2011;800
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2010;748
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2009;772
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2008;734
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2007;785
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2006;635
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2005;882
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2004;693
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2003;786
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2002;724
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2001;637
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;2000;709
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1999;824
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1998;820
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1997;705
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1996;688
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1995;758
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1994;680
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1993;732
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1992;604
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1991;695
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1990;829
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1989;587
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1988;685
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1987;689
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1986;673
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1985;683
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1984;655
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1983;716
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1982;600
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1981;662
062-067  X.Enfermedades del sistema respiratorio;Total;23 Ja�n;1980;587
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2023;694
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2022;557
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2021;431
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2020;634
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2019;760
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2018;890
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2017;799
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2016;786
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2015;808
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2014;709
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2013;692
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2012;801
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2011;652
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2010;668
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2009;712
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2008;689
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2007;741
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2006;651
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2005;825
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2004;691
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2003;697
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2002;703
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2001;592
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;2000;700
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1999;689
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1998;622
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1997;588
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1996;585
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1995;488
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1994;520
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1993;532
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1992;520
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1991;549
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1990;590
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1989;518
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1988;491
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1987;491
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1986;528
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1985;558
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1984;518
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1983;550
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1982;480
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1981;556
062-067  X.Enfermedades del sistema respiratorio;Total;24 Le�n;1980;469
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2023;549
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2022;456
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2021;370
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2020;416
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2019;509
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2018;597
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2017;600
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2016;476
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2015;587
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2014;520
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2013;533
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2012;523
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2011;523
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2010;453
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2009;471
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2008;459
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2007;447
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2006;416
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2005;559
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2004;420
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2003;557
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2002;473
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2001;428
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;2000;432
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1999;546
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1998;499
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1997;469
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1996;402
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1995;416
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1994;374
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1993;333
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1992;297
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1991;278
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1990;288
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1989;306
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1988;244
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1987;233
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1986;284
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1985;265
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1984;205
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1983;226
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1982;245
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1981;247
062-067  X.Enfermedades del sistema respiratorio;Total;25 Lleida;1980;250
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2023;570
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2022;572
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2021;425
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2020;492
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2019;498
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2018;641
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2017;616
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2016;530
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2015;635
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2014;512
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2013;546
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2012;572
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2011;477
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2010;486
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2009;530
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2008;575
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2007;562
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2006;562
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2005;591
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2004;588
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2003;679
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2002;676
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2001;600
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;2000;700
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1999;750
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1998;621
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1997;610
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1996;662
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1995;645
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1994;556
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1993;509
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1992;565
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1991;582
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1990;614
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1989;520
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1988;526
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1987;483
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1986;549
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1985;565
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1984;525
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1983;553
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1982;494
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1981;541
062-067  X.Enfermedades del sistema respiratorio;Total;27 Lugo;1980;537
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2023;6.864
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2022;6.137
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2021;5.232
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2020;6.283
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2019;6.670
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2018;6.916
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2017;7.008
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2016;6.530
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2015;7.340
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2014;6.274
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2013;6.035
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2012;6.429
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2011;5.906
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2010;5.512
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2009;6.111
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2008;6.654
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2007;6.292
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2006;5.596
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2005;6.235
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2004;5.297
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2003;5.907
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2002;5.181
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2001;4.805
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;2000;4.662
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1999;5.056
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1998;4.625
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1997;4.050
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1996;4.128
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1995;3.941
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1994;3.547
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1993;3.805
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1992;3.519
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1991;3.858
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1990;3.605
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1989;3.165
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1988;2.992
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1987;2.807
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1986;2.510
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1985;2.968
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1984;2.628
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1983;2.710
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1982;2.455
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1981;2.721
062-067  X.Enfermedades del sistema respiratorio;Total;28 Madrid;1980;2.591
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2023;1.363
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2022;1.241
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2021;1.000
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2020;1.108
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2019;1.237
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2018;1.423
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2017;1.348
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2016;1.304
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2015;1.524
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2014;1.227
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2013;1.154
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2012;1.336
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2011;1.215
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2010;1.099
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2009;1.278
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2008;1.212
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2007;1.191
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2006;1.129
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2005;1.353
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2004;1.072
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2003;1.224
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2002;1.074
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2001;1.000
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;2000;1.001
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1999;1.126
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1998;1.145
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1997;1.104
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1996;1.070
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1995;1.062
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1994;962
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1993;959
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1992;902
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1991;1.018
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1990;1.042
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1989;991
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1988;920
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1987;986
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1986;917
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1985;1.031
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1984;849
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1983;785
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1982;705
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1981;729
062-067  X.Enfermedades del sistema respiratorio;Total;29 M�laga;1980;747
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2023;1.176
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2022;1.118
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2021;988
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2020;1.069
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2019;1.344
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2018;1.562
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2017;1.527
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2016;1.372
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2015;1.553
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2014;1.265
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2013;1.252
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2012;1.441
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2011;1.225
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2010;1.135
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2009;1.246
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2008;1.274
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2007;1.254
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2006;1.084
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2005;1.305
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2004;1.118
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2003;1.183
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2002;1.125
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2001;998
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;2000;1.077
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1999;1.273
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1998;1.016
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1997;941
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1996;864
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1995;806
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1994;856
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1993;924
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1992;845
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1991;803
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1990;930
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1989;882
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1988;837
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1987;831
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1986;839
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1985;826
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1984;786
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1983;877
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1982;807
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1981;855
062-067  X.Enfermedades del sistema respiratorio;Total;30 Murcia;1980;794
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2023;640
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2022;572
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2021;392
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2020;514
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2019;529
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2018;677
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2017;645
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2016;611
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2015;634
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2014;598
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2013;552
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2012;639
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2011;577
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2010;577
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2009;599
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2008;676
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2007;655
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2006;567
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2005;691
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2004;603
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2003;667
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2002;558
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2001;488
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;2000;635
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1999;605
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1998;602
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1997;497
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1996;526
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1995;484
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1994;383
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1993;474
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1992;437
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1991;444
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1990;475
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1989;401
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1988;443
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1987;379
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1986;459
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1985;442
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1984;370
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1983;428
